symbol,name,currency,summary,category_group,category,family,exchange,isin,trading_days,last_price,avg_volume,avg_dollar_volume,liquidity_rank,asset_type,size_metric,market_bucket,candidate_status,candidate_fail_reasons
XLF,Financial Select Sector SPDR Fund,USD,"The investment seeks investment results that, before expenses, correspond generally to the price and yield performance of publicly traded equity securities of companies in the Financial Select Sector Index.
 The fund generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes securities of companies from the following industries: diversified financial services; insurance; banks; capital markets; mortgage real estate investment trusts (""REITs""); consumer finance; and thrifts and mortgage finance. The fund is non-diversified.",Financials,Financials,State Street Global Advisors,PCX,,124,52.16999816894531,48423939.51612903,2514117267.466905,14,ETF,46089322496.0,equity,PASS,
XLK,Technology Select Sector SPDR Fund,USD,"The investment seeks investment results that, before expenses, correspond generally to the price and yield performance of publicly traded equity securities of companies in the Technology Select Sector Index.
 In seeking to track the performance of the index, the fund employs a replication strategy, which means that the fund typically invests in substantially all of the securities represented in the index in approximately the same proportions as the index. It generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The fund is non-diversified.",Information Technology,Technology,State Street Global Advisors,PCX,,124,150.3000030517578,17740937.096774194,2511455314.8973155,15,ETF,40890015744.0,equity,PASS,
GDX,VanEck Vectors Gold Miners ETF,USD,"The investment seeks to replicate as closely as possible, before fees and expenses, the price and yield performance of the NYSEÂ® Arca Gold Miners IndexÂ®.
 The fund normally invests at least 80% of its total assets in common stocks and depositary receipts of companies involved in the gold mining industry. The index is a modified market-capitalization weighted index primarily comprised of publicly traded companies involved in the mining for gold and silver. The fund is non-diversified.",Materials,Materials,VanEck Asset Management,PCX,,124,97.7699966430664,27750388.70967742,2483807461.530883,16,ETF,28155811840.0,commodity,PASS,
XLE,Energy Select Sector SPDR Fund,USD,"The investment seeks to provide investment results that, before expenses, correspond generally to the price and yield performance of publicly traded equity securities of companies in the Energy Select Sector Index.
 In seeking to track the performance of the index, the fund employs a replication strategy. It generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes securities of companies from the following industries: oil, gas and consumable fuels; and energy equipment and services. The fund is non-diversified.",Energy,Energy,State Street Global Advisors,PCX,,124,55.7599983215332,45875523.38709678,2364078150.642423,17,ETF,10395001856.0,commodity,PASS,
SOXX,iShares PHLX Semiconductor ETF,USD,"The investment seeks to track the investment results of the PHLX Semiconductor Sector Index composed of U.S. equities in the semiconductor sector.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of U.S.-traded securities of companies engaged in the semiconductor business. The fund is non-diversified.",Information Technology,Technology,BlackRock Asset Management,NGM,,124,401.8599853515625,6724790.322580645,2180068818.6809664,18,ETF,3074228992.0,equity,FAIL,size_metric<3216781056.0
EEM,iShares MSCI Emerging Markets ETF,USD,"The investment seeks to track the investment results of the MSCI Emerging Markets Index.
 The fund generally invests at least 90% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The index is designed to measure equity market performance in the global emerging markets. The underlying index will include large- and mid-capitalization companies and may change over time.",Financials,Emerging Markets,BlackRock Asset Management,PCX,,124,62.20000076293945,35827347.58064516,2054933912.5072265,19,ETF,46799282176.0,equity,PASS,
EFA,iShares MSCI EAFE ETF,USD,"The investment seeks to track the investment results of the MSCI EAFE Index composed of large- and mid-capitalization developed market equities, excluding the U.S. and Canada.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The index measures the equity market performance of developed markets outside of the U.S. and Canada. The underlying index may include large- or mid-capitalization companies.",Equities,Developed Markets,BlackRock Asset Management,PCX,,124,103.30999755859376,20732257.258064516,2024819165.7825775,20,ETF,96946102272.0,equity,PASS,
XLV,Health Care Select Sector SPDR Fund,USD,"The investment seeks investment results that, before expenses, correspond generally to the price and yield performance of publicly traded equity securities of companies in the Health Care Select Sector Index.
 In seeking to track the performance of the index, the fund employs a replication strategy. It generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes companies from the following industries: pharmaceuticals; health care equipment & supplies; health care providers & services; biotechnology; life sciences tools & services; and health care technology. The fund is non-diversified.",Health Care,Health Care,State Street Global Advisors,PCX,,124,147.77000427246094,13303254.838709677,2019082496.929747,21,ETF,29172017152.0,equity,PASS,
XLI,Industrial Select Sector SPDR Fund,USD,"The investment seeks to provide investment results that, before expenses, correspond generally to the price and yield performance of publicly traded equity securities of companies in the Industrial Select Sector Index.
 Under normal market conditions, the fund generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes securities of companies from the following industries: aerospace and defense; industrial conglomerates; marine; transportation infrastructure; machinery; road and rail; air freight and logistics; commercial services and supplies; etc. It is non-diversified.",Industrials,Industrials,State Street Global Advisors,PCX,,124,171.17999267578125,12049427.41935484,1951078536.8221776,23,ETF,23387637760.0,equity,PASS,
VTI,Vanguard Total Stock Market Index Fund ETF Shares,USD,"The investment seeks to track the performance of the CRSP US Total Market Index that measures the investment return of the overall stock market.
 The fund employs an indexing investment approach designed to track the performance of the index, which represents approximately 100% of the investable U.S. stock market and includes large-, mid-, small-, and micro-cap stocks regularly traded on the New York Stock Exchange and Nasdaq. It invests by sampling the index, meaning that it holds a broadly diversified collection of securities that, in the aggregate, approximates the full index in terms of key characteristics.",Financials,Blend,Vanguard Asset Management,PCX,,124,345.239990234375,5282362.903225807,1761412760.7576923,24,ETF,715931123712.0,equity,PASS,
EWY,iShares MSCI South Korea ETF,USD,"The investment seeks to track the investment results of the MSCI Korea 25/50 Index.
 The fund will at all times invest at least 80% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The underlying index is a free float-adjusted market capitalization-weighted index with a capping methodology applied to issuer weights so that no single issuer exceeds 25% of the underlying index weight, and all issuers with a weight above 5% do not cumulatively exceed 50% of the underlying index weight. The fund is non-diversified.",Equities,Emerging Markets,BlackRock Asset Management,PCX,,124,144.9199981689453,14391055.64516129,1752015972.1041217,25,ETF,10955952128.0,equity,PASS,
XLP,Consumer Staples Select Sector SPDR Fund,USD,"The investment seeks to provide investment results that, before expenses, correspond generally to the price and yield performance of publicly traded equity securities of companies in the Consumer Staples Select Sector Index.
 In seeking to track the performance of the index, the fund employs a replication strategy. It generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes securities of companies from the following industries: food and staples retailing; household products; food products; beverages; tobacco; and personal products. The fund is non-diversified.",Consumer Staples,Consumer Staples,State Street Global Advisors,PCX,,124,81.05999755859375,17946354.032258064,1462956280.878387,27,ETF,17036541952.0,equity,PASS,
IEFA,iShares Core MSCI EAFE ETF,USD,"The investment seeks to track the investment results of the MSCI EAFE IMI Index composed of large-, mid- and small-capitalization developed market equities, excluding the U.S. and Canada.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is designed to measure large-, mid- and small-capitalization equity market performance and includes stocks from Europe, Australasia and the Far East.",Information Technology,Developed Markets,BlackRock Asset Management,BTS,,124,96.43000030517578,14561125.806451611,1328682097.922522,28,ETF,169633218560.0,equity,PASS,
XLY,Consumer Discretionary Select Sector SPDR Fund,USD,"The investment seeks investment results that, before expenses, correspond to the price and yield performance of publicly traded equity securities of companies in the Consumer Discretionary Select Sector Index.
 The fund employs a replication strategy. It generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes securities of companies from the following industries: retail; hotels, restaurants and leisure; textiles, apparel and luxury goods; household durables; automobiles; auto components; distributors; leisure products; and diversified consumer services. It is non-diversified.",Consumer Discretionary,Consumer Discretionary,State Street Global Advisors,PCX,,124,118.18000030517578,11027341.935483873,1284376319.2377398,29,ETF,14211500032.0,equity,PASS,
IGV,iShares Expanded Tech-Software Sector ETF,USD,"The investment seeks to track the investment results of the S&P North American Expanded Technology Software IndexTM.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The index measures the performance of U.S.-traded stocks from the software industry and select companies from the interactive home entertainment and interactive media and services industries in the U.S. and Canada. The fund is non-diversified.",Information Technology,Technology,BlackRock Asset Management,BTS,,124,82.9800033569336,14695342.741935484,1276869969.909613,30,ETF,1037250048.0,equity,FAIL,size_metric<3216781056.0
QQQM,Invesco NASDAQ 100 ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the NASDAQ-100 IndexÂ® (the âunderlying indexâ).
 The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. Strictly in accordance with its guidelines and mandated procedures, Nasdaq, Inc. (âNasdaqâ or the âindex providerâ) compiles, maintains and calculates the underlying index, which includes securities of 100 of the largest domestic and international nonfinancial companies listed on The Nasdaq Stock Market LLC based on market capitalization. It is non-diversified.",Information Technology,Large Cap,Invesco Investment Management,NGM,,124,262.4800109863281,4992720.9677419355,1252286406.157709,31,ETF,68830765056.0,equity,PASS,
FXI,iShares China Large-Cap ETF,USD,"The investment seeks to track the investment results of the FTSE China 50 Index composed of large-capitalization Chinese equities that trade on the Hong Kong Stock Exchange.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The index designed to measure the performance of the largest companies in the Chinese equity market that trade on the Stock Exchange of Hong Kong (""SEHK"") and are available to international investors, as determined by FTSE International Limited (the ""index provider"" or ""FTSE""). The fund is non-diversified.",Information Technology,Large Cap,BlackRock Asset Management,PCX,,124,36.880001068115234,31975433.06451613,1224890906.3198488,32,ETF,4774116352.0,equity,PASS,
XBI,SPDR S&P Biotech ETF,USD,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the total return performance of the S&P Biotechnology Select Industry Index derived from the biotechnology segment of a U.S. total market composite index.
 In seeking to track the performance of the S&P Biotechnology Select Industry Index (the ""index""), the fund employs a sampling strategy. It generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index represents the biotechnology segment of the S&P Total Market Index (""S&P TMI"").",Health Care,Health Care,State Street Global Advisors,PCX,,124,136.4499969482422,9968598.387096774,1208526078.1142266,33,ETF,7434448896.0,equity,PASS,
IAU,iShares Gold Trust,USD,"The investment seeks to reflect generally the performance of the price of gold.
 The Trust seeks to reflect such performance before payment of the Trustâs expenses and liabilities. It is not actively managed. The Trust does not engage in any activities designed to obtain a profit from, or to ameliorate losses caused by, changes in the price of gold. The advisor intends to constitute a simple and cost-effective means of making an investment similar to an investment in gold. An investment in physical gold requires expensive and sometimes complicated arrangements in connection with the assay, transportation, warehousing and insurance of the metal.",Commodities,,BlackRock Asset Management,PCX,,124,90.23999786376952,13727041.129032258,1200292579.769885,34,ETF,87546339328.0,commodity,PASS,
KRE,SPDR S&P Regional Banking ETF,USD,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the total return performance of an index derived from the regional banking segment of the U.S. banking industry.
 In seeking to track the performance of the S&P Regional Banks Select Industry Index (the ""index""), the fund employs a sampling strategy. It generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index represents the regional banks segment of the S&P Total Market Index (""S&P TMI"").",Financials,Mid Cap,State Street Global Advisors,PCX,,124,69.16999816894531,17981876.612903226,1169539460.3593273,36,ETF,3711147008.0,equity,PASS,
IWF,iShares Russell 1000 Growth ETF,USD,"The investment seeks to track the investment results of the Russell 1000Â® Growth Index, which measures the performance of large- and mid-capitalization growth sectors of the U.S. equity market.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index.",Equities,Growth,BlackRock Asset Management,PCX,,124,468.9100036621094,2512970.1612903224,1148234935.2849653,37,ETF,132795310080.0,equity,PASS,
VEA,Vanguard FTSE Developed Markets Index Fund ETF Shares,USD,"The investment seeks to track the performance of the FTSE Developed All Cap ex US Index.
 The fund employs an indexing investment approach designed to track the performance of the FTSE Developed All Cap ex US Index, a market-capitalization-weighted index that is made up of approximately 3865 common stocks of large-, mid-, and small-cap companies located in Canada and the major markets of Europe and the Pacific region. The adviser attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",Equities,Developed Markets,Vanguard Asset Management,PCX,,124,68.69999694824219,17587287.903225806,1126878136.981804,38,ETF,282201522176.0,equity,PASS,
IEMG,iShares Core MSCI Emerging Markets ETF,USD,"The investment seeks to track the investment results of the MSCI Emerging Markets Investable Market Index.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is designed to measure large-, mid- and small-cap equity market performance in the global emerging markets. It is non-diversified.",Financials,Emerging Markets,BlackRock Asset Management,PCX,,124,76.29000091552734,15934941.129032258,1117755194.196898,39,ETF,87794532352.0,equity,PASS,
XLU,Utilities Select Sector SPDR Fund,USD,"The investment seeks to provide investment results that, before expenses, correspond generally to the price and yield performance of publicly traded equity securities of companies in the Utilities Select Sector Index.
 In seeking to track the performance of the index, the fund employs a replication strategy. It generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes securities of companies from the following industries: electric utilities; water utilities; multi-utilities; independent power and renewable electricity producers; and gas utilities. The fund is non-diversified.",Utilities,Utilities,State Street Global Advisors,PCX,,124,46.02000045776367,23939064.51612903,1063716185.2435144,40,ETF,7513869312.0,equity,PASS,
SPLG,SPDR Portfolio S&P 500 ETF,USD,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the total return performance of the S&P 500 Index.
 Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to measure the performance of the large-capitalization segment of the U.S. equity market.",Financials,Large Cap,State Street Global Advisors,PCX,,123,82.37999725341797,13108355.674796749,1036688901.2765224,41,ETF,97328324608.0,equity,PASS,
IJH,iShares Core S&P Mid-Cap ETF,USD,"The investment seeks to track the investment results of the S&P MidCap 400 (the ""underlying index""), which measures the performance of the mid-capitalization sector of the U.S. equity market.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index.",Financials,Mid Cap,BlackRock Asset Management,PCX,,124,71.36000061035156,14050375.0,954053450.7375872,44,ETF,18368063488.0,equity,PASS,
GLDM,SPDR Gold MiniShares,USD,"The investment seeks to reflect the performance of the price of gold bullion, less the expenses of operations.
 The Shares are designed for investors who want a cost-effective and convenient way to invest in gold. Advantages of investing in the Shares include ease and flexibility of investment and expenses.",Commodities,,State Street Global Advisors,PCX,,124,94.91000366210938,9546073.387096774,881560945.2857971,47,ETF,29616130048.0,commodity,PASS,
IWD,iShares Russell 1000 Value ETF,USD,"The investment seeks to track the investment results of the Russell 1000Â® Value Index (the ""underlying index""), which measures the performance of large- and mid- capitalization value sectors of the U.S. equity market.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index.",Equities,Value,BlackRock Asset Management,PCX,,124,224.02000427246097,4139978.2258064514,878073301.0478358,48,ETF,68415709184.0,equity,PASS,
VTV,Vanguard Value Index Fund ETF Shares,USD,"The investment seeks to track the performance of a benchmark index that measures the investment return of large-capitalization value stocks.
 The fund employs an indexing investment approach designed to track the performance of the CRSP US Large Cap Value Index, a broadly diversified index predominantly made up of value stocks of large U.S. companies. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",Financials,Value,Vanguard Asset Management,PCX,,124,202.0399932861328,4395345.9677419355,852864089.940188,50,ETF,85715673088.0,equity,PASS,
XLC,Communication Services Select Sector SPDR Fund,USD,"The investment seeks to correspond generally to the price and yield performance of publicly traded equity securities of companies in the Communication Services Select Sector Index.
 Normally, the fund generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes companies that have been identified as Communication Services companies by the GICSÂ®, including securities of companies from the following industries: diversified telecommunication services; wireless telecommunication services; media; entertainment; and interactive media & services. The fund is non-diversified.",Communication Services,Communications,State Street Global Advisors,PCX,,124,117.36000061035156,6688517.741935484,767930933.1099049,51,ETF,24108154880.0,equity,PASS,
KWEB,KraneShares CSI China Internet ETF,USD,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the price and yield performance of the CSI Overseas China Internet Index.
 The fund invests at least 80% of its total assets in equity securities of the index and in depositary receipts representing such securities. The index is designed to measure the equity market performance of the investable universe of publicly traded China-based companies whose primary business or businesses are in the Internet and Internet-related sectors, and are listed outside of Mainland China, as determined by the index provider. The fund is non-diversified.",Information Technology,Emerging Markets,KraneShares,PCX,IE00BFXR7892,124,29.63999938964844,22405714.51612903,755118974.842027,52,ETF,6039135744.0,equity,PASS,
IJR,iShares Core S&P Small-Cap ETF,USD,"The investment seeks to track the investment results of the S&P SmallCap 600 (the ""underlying index""), which measures the performance of the small-capitalization sector of the U.S. equity market.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index.",Financials,Small Cap,BlackRock Asset Management,PCX,,124,132.25999450683594,6042660.483870967,747998264.3618307,53,ETF,74826096640.0,equity,PASS,
XLB,Materials Select Sector SPDR Fund,USD,"The investment seeks to provide investment results that, before expenses, correspond generally to the price and yield performance of publicly traded equity securities of companies in the Materials Select Sector Index.
 In seeking to track the performance of the index, the fund employs a replication strategy. It generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes securities of companies from the following industries: chemicals; metals and mining; paper and forest products; containers and packaging; and construction materials. The fund is non-diversified.",Materials,Materials,State Street Global Advisors,PCX,,124,51.380001068115234,15343499.193548389,732250253.56868,54,ETF,3695439616.0,commodity,PASS,
VUG,Vanguard Growth Index Fund ETF Shares,USD,"The investment seeks to track the performance of the CRSP US Large Cap Growth Index that measures the investment return of large-capitalization growth stocks.
 The fund employs an indexing investment approach designed to track the performance of the index, a broadly diversified index predominantly made up of growth stocks of large U.S. companies. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",Financials,Growth,Vanguard Asset Management,PCX,,124,485.6600036621094,1539028.2258064516,726100407.8504255,56,ETF,117562261504.0,equity,PASS,
ARKK,ARK Innovation ETF,USD,"The investment seeks long-term growth of capital.
 The fund is an actively-managed exchange-traded fund (""ETF"") that will invest under normal circumstances primarily (at least 65% of its assets) in domestic and foreign equity securities of companies that are relevant to the fund&#39;s investment theme of disruptive innovation. Its investments in foreign equity securities will be in both developed and emerging markets. It may invest in foreign securities (including investments in American Depositary Receipts (""ADRs"") and Global Depositary Receipts (""GDRs"")) and securities listed on local foreign exchanges. The fund is non-diversified.",Information Technology,Factors,ARK ETF Trust,PCX,,124,77.47000122070312,9449466.129032258,717794176.8358877,57,ETF,5980084736.0,equity,PASS,
IYR,iShares U.S. Real Estate ETF,USD,"The investment seeks to track the investment results of the Dow Jones U.S. Real Estate Capped Index.
 The fund seeks to track the investment results of the Dow Jones U.S. Real Estate Capped Index, which measures the performance of the real estate sector of the U.S. equity market, as defined by the ""index provider"". It generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index.",Real Estate,REITs,BlackRock Asset Management,PCX,,124,100.47000122070312,7375583.064516129,708089454.2874552,58,ETF,4958194688.0,equity,PASS,
EWJ,iShares MSCI Japan ETF,USD,"The investment seeks to track the investment results of the MSCI Japan Index.
 The fund will at all times invest at least 90% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The underlying index primarily consists of stocks traded on the Tokyo Stock Exchange. It will include large- and mid-capitalization companies and may change over time.",Equities,Developed Markets,BlackRock Asset Management,PCX,,124,89.06999969482422,8332652.419354838,707457037.2724288,59,ETF,20294598656.0,equity,PASS,
ACWI,iShares MSCI ACWI ETF,USD,"The investment seeks to track the investment results of the MSCI ACWI composed of large- and mid-capitalization developed and emerging market equities.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is a free float-adjusted market capitalization index designed to measure the combined equity market performance of developed and emerging markets countries.",Alternatives,Blend,BlackRock Asset Management,NGM,,124,148.8000030517578,4832085.483870967,687528771.546653,61,ETF,28206403584.0,equity,PASS,
MDY,SPDR S&P MIDCAP 400 ETF Trust,USD,"The investment seeks to provide investment results that, before expenses, correspond generally to the price and yield performance of the S&P MidCap 400Â® Indexâ¢.
 The Trust seeks to achieve its investment objective by holding a portfolio of the common stocks that are included in the index (the âPortfolioâ), with the weight of each stock in the Portfolio substantially corresponding to the weight of such stock in the index.",Alternatives,Mid Cap,State Street Global Advisors,PCX,,124,651.4000244140625,1087485.4838709678,670815292.8291566,62,ETF,36097396736.0,equity,PASS,
VT,Vanguard Total World Stock Index Fund ETF Shares,USD,"The investment seeks to track the performance of a benchmark index that measures the investment return of stocks of companies located in developed and emerging markets around the world.
 The fund employs an indexing investment approach designed to track the performance of the FTSE Global All Cap Index. The advisor attempts to sample the target index by investing all, or substantially all, of its assets in common stocks in the index and by holding a representative sample of securities that resembles the full index in terms of key risk factors and other characteristics.",Financials,Blend,Vanguard Asset Management,PCX,,124,148.6199951171875,4567678.225806451,648230292.8642519,64,ETF,79217811456.0,equity,PASS,
